kernel,round,bytes,pages,old_node,new_node,move_ns,move_ns_per_page,target_pages,other_pages,failed_pages
v6.19.9-preempt,1,16777216,4096,0,1,200012500,48831,4096,0,1
v6.19.9-preempt,2,16777216,4096,0,1,160010000,39064,4096,0,0
v6.19.9-preempt,3,16777216,4096,0,1,132008250,32228,4096,0,0
v7.0.9-preempt,1,16777216,4096,0,1,176011000,42971,4096,0,1
v7.0.9-preempt,2,16777216,4096,0,1,136008500,33205,4096,0,0
v7.0.9-preempt,3,16777216,4096,0,1,132008250,32228,4096,0,0
