profile,source_file,entry_profile,test_kind,version_family,exact_version,subject_kind,subject,run_count,ok_runs,failed_runs,total_source_functions,total_functions,covered_functions_any,covered_functions_all,coverage_ratio_any,coverage_ratio_all,coverage_ratio_mean,coverage_ratio_min,coverage_ratio_max,failure_reasons
mempolicy_deepseek_migrate_core_smoke,mm/migrate.c,mempolicy_paths,workload,7.0-preempt,7.0.9,scenario,migrate_pages_syscall,1,1,0,58,54,24,24,0.444444,0.444444,0.444444,0.444444,0.444444,
